participant_id,cohort_year,enrollment_date,survey_date,completion_status,age_at_enrollment,grade_level,race_ethnicity,gender,high_school,title_1_school,family_income_range,household_size,first_generation_college,program_track,transportation_barrier,childcare_needs,cohort_year_pre,age_at_enrollment_pre,grade_level_pre,race_ethnicity_pre,gender_pre,high_school_pre,title_1_school_pre,family_income_range_pre,household_size_pre,first_generation_college_pre,program_track_pre,transportation_barrier_pre,childcare_needs_pre,act_composite_pre,act_english_pre,act_math_pre,act_reading_pre,act_science_pre,sat_total_pre,sat_math_pre,sat_verbal_pre,gpa_pre,college_readiness_self_rating,study_hours_per_week,career_confidence_rating,academic_support_at_home,technology_access,post_secondary_plan,cohort_year_post,age_at_enrollment_post,grade_level_post,race_ethnicity_post,gender_post,high_school_post,title_1_school_post,family_income_range_post,household_size_post,first_generation_college_post,program_track_post,transportation_barrier_post,childcare_needs_post,act_composite_pre_post,act_english_pre_post,act_math_pre_post,act_reading_pre_post,act_science_pre_post,sat_total_pre_post,sat_math_pre_post,sat_verbal_pre_post,gpa_pre_post,college_readiness_self_rating_post,study_hours_per_week_post,career_confidence_rating_post,academic_support_at_home_post,technology_access_post,post_secondary_plan_post,act_composite_post,act_english_post,act_math_post,act_reading_post,act_science_post,sat_total_post,sat_math_post,sat_verbal_post,gpa_post,college_readiness_self_rating_post_post,study_hours_per_week_post_post,career_confidence_rating_post_post,post_secondary_enrollment,scholarship_received,scholarship_amount,program_satisfaction,would_recommend,act_improvement,sat_improvement,gpa_improvement,readiness_improvement,career_confidence_improvement,program_duration_days,race_ethnicity_std,income_level,academic_level_pre,act_met_improvement_goal,sat_met_improvement_goal,gpa_met_improvement_goal
CYC2022116,2022,2022-08-20,2022-08-20,Completed,18,12th,White,Female,East Mecklenburg High School,Yes,"$60,000-$79,999",5,Yes,College Prep,Yes,Yes,2022,18,12th,White,Female,East Mecklenburg High School,Yes,"$60,000-$79,999",5,Yes,College Prep,Yes,Yes,18,18,14,16,20,1180,640,540,4,8,3,7,Limited,Good access,Community college,2022,18,12th,White,Female,East Mecklenburg High School,Yes,"$60,000-$79,999",5,Yes,College Prep,Yes,Yes,18,18,14,16,20,1180,640,540,4,8,3,7,Limited,Good access,Community college,22,22,22,22,24,1270,690,580,4,9,8.355327136664952,8,Trade program,No,NA,3,Definitely,4,90,0,1,1,316,White,Middle Income,Proficient,TRUE,TRUE,FALSE
CYC2022117,2022,2022-09-19,2022-09-21,Did Not Complete,15,9th,Hispanic/Latino,Female,Rocky River High School,No,"$40,000-$59,999",4,Yes,College Prep,Yes,N/A,2022,15,9th,Hispanic/Latino,Female,Rocky River High School,No,"$40,000-$59,999",4,Yes,College Prep,Yes,N/A,20,17,20,20,23,870,420,450,2.19,7,0,2,None,Limited access,Trade school,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hispanic/Latino,Middle Income,Proficient,FALSE,FALSE,FALSE
CYC2022118,2022,2022-09-23,2022-09-28,Completed,14,9th,Black or African American,Female,Independence High School,Yes,"$25,000-$39,999",7,No,Career Readiness,No,Yes,2022,14,9th,Black or African American,Female,Independence High School,Yes,"$25,000-$39,999",7,No,Career Readiness,No,Yes,17,19,19,17,20,1320,620,700,1.12,8,13,4,None,Limited access,Undecided,2022,14,9th,Black or African American,Female,Independence High School,Yes,"$25,000-$39,999",7,No,Career Readiness,No,Yes,17,19,19,17,20,1320,620,700,1.12,8,13,4,None,Limited access,Undecided,22,21,23,22,24,1370,680,690,1.480950845984513,8,16.383908827158855,6,Enrolled 4-year,Yes,8300,5,Maybe,5,50,0.3609508459845132,0,2,365,Black/African American,Low Income,High Achieving,TRUE,FALSE,TRUE
CYC2022119,2022,2022-09-12,2022-09-12,Completed,16,11th,White,Male,Myers Park High School,Yes,"Under $25,000",4,No,College Prep,No,No,2022,16,11th,White,Male,Myers Park High School,Yes,"Under $25,000",4,No,College Prep,No,No,14,14,11,16,11,1060,490,570,1.62,2,9,6,Strong,No reliable access,Community college,2022,16,11th,White,Male,Myers Park High School,Yes,"Under $25,000",4,No,College Prep,No,No,14,14,11,16,11,1060,490,570,1.62,2,9,6,Strong,No reliable access,Community college,16,17,18,15,16,1130,560,570,2.147977539167701,4,15.23332997015423,6,Enrolled 4-year,No,NA,5,Maybe,2,70,0.5279775391677011,2,0,311,White,Low Income,Proficient,TRUE,TRUE,TRUE
CYC2022120,2022,2022-08-25,2022-08-30,Completed,16,11th,White,Male,South Mecklenburg High School,Yes,"$60,000-$79,999",3,Yes,Career Readiness,Yes,Yes,2022,16,11th,White,Male,South Mecklenburg High School,Yes,"$60,000-$79,999",3,Yes,Career Readiness,Yes,Yes,20,23,21,23,23,1170,550,620,2.06,9,14,4,Moderate,Good access,Trade school,2022,16,11th,White,Male,South Mecklenburg High School,Yes,"$60,000-$79,999",3,Yes,Career Readiness,Yes,Yes,20,23,21,23,23,1170,550,620,2.06,9,14,4,Moderate,Good access,Trade school,20,22,22,23,19,1220,610,610,1.786930594175907,10,18.4310194415211,5,Enrolled 2-year,Yes,5300,5,Definitely,0,50,-0.273069405824093,1,1,339,White,Middle Income,Proficient,FALSE,FALSE,FALSE
CYC2022121,2022,2022-09-23,2022-09-23,Completed,17,12th,Hispanic/Latino,Female,South Mecklenburg High School,No,"$40,000-$59,999",4,Yes,Dual Track,Yes,No,2022,17,12th,Hispanic/Latino,Female,South Mecklenburg High School,No,"$40,000-$59,999",4,Yes,Dual Track,Yes,No,15,18,15,15,12,1070,580,490,3.04,6,10,5,None,Limited access,Community college,2022,17,12th,Hispanic/Latino,Female,South Mecklenburg High School,No,"$40,000-$59,999",4,Yes,Dual Track,Yes,No,15,18,15,15,12,1070,580,490,3.04,6,10,5,None,Limited access,Community college,18,17,17,19,17,1090,580,510,3.1206662154444293,10,9.602640216941934,6,Enrolled 4-year,No,NA,5,Definitely,3,20,0.08066621544442931,4,1,346,Hispanic/Latino,Middle Income,Proficient,TRUE,FALSE,FALSE
CYC2022122,2022,2022-10-15,2022-10-22,Did Not Complete,17,12th,White,Female,South Mecklenburg High School,No,"Under $25,000",2,Yes,Career Readiness,Yes,No,2022,17,12th,White,Female,South Mecklenburg High School,No,"Under $25,000",2,Yes,Career Readiness,Yes,No,22,23,24,22,24,1320,600,720,2.72,10,0,2,Strong,No reliable access,Community college,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,White,Low Income,High Achieving,FALSE,FALSE,FALSE
CYC2022123,2022,2022-09-29,2022-10-08,Completed,16,10th,White,Male,Vance High School,Yes,"$40,000-$59,999",1,Yes,College Prep,No,No,2022,16,10th,White,Male,Vance High School,Yes,"$40,000-$59,999",1,Yes,College Prep,No,No,19,22,19,20,17,1120,560,560,2.19,8,15,4,Moderate,Limited access,Community college,2022,16,10th,White,Male,Vance High School,Yes,"$40,000-$59,999",1,Yes,College Prep,No,No,19,22,19,20,17,1120,560,560,2.19,8,15,4,Moderate,Limited access,Community college,20,20,17,23,22,1190,570,620,2.506354994203012,10,17.572860220157928,7,Enrolled 4-year,No,NA,4,Definitely,1,70,0.31635499420301194,2,3,330,White,Middle Income,Proficient,FALSE,TRUE,TRUE
CYC2022124,2022,2022-09-15,2022-09-22,Did Not Complete,17,12th,Black or African American,Female,Garinger High School,No,"Under $25,000",4,Yes,College Prep,No,N/A,2022,17,12th,Black or African American,Female,Garinger High School,No,"Under $25,000",4,Yes,College Prep,No,N/A,25,23,22,29,28,1070,580,490,2.09,6,2,8,None,Limited access,Trade school,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Black/African American,Low Income,High Achieving,FALSE,FALSE,FALSE
CYC2022125,2022,2022-09-30,2022-10-02,Completed,16,11th,Multiracial,Male,Vance High School,Yes,"$60,000-$79,999",5,Yes,Dual Track,Yes,No,2022,16,11th,Multiracial,Male,Vance High School,Yes,"$60,000-$79,999",5,Yes,Dual Track,Yes,No,14,12,15,12,12,1050,510,540,3.31,4,9,6,Moderate,Good access,4-year college,2022,16,11th,Multiracial,Male,Vance High School,Yes,"$60,000-$79,999",5,Yes,Dual Track,Yes,No,14,12,15,12,12,1050,510,540,3.31,4,9,6,Moderate,Good access,4-year college,16,14,15,16,18,1160,540,620,3.0418589902755366,5,12.049888950806894,8,Enrolled 2-year,No,NA,4,Maybe,2,110,-0.2681410097244634,1,2,324,Other/Multiracial,Middle Income,Proficient,TRUE,TRUE,FALSE
CYC2022126,2022,2022-08-31,2022-08-31,Completed,17,11th,Hispanic/Latino,Male,Olympic High School,Yes,"Under $25,000",2,Yes,Career Readiness,No,No,2022,17,11th,Hispanic/Latino,Male,Olympic High School,Yes,"Under $25,000",2,Yes,Career Readiness,No,No,17,14,18,18,19,1100,520,580,2.45,5,11,9,None,Good access,Trade school,2022,17,11th,Hispanic/Latino,Male,Olympic High School,Yes,"Under $25,000",2,Yes,Career Readiness,No,No,17,14,18,18,19,1100,520,580,2.45,5,11,9,None,Good access,Trade school,19,20,18,18,18,1250,680,570,3.242434215931499,7,18.550937905428302,10,Enrolled 2-year,Yes,2000,4,Probably Not,2,150,0.792434215931499,2,1,323,Hispanic/Latino,Low Income,Proficient,TRUE,TRUE,TRUE
CYC2022127,2022,2022-09-21,2022-10-02,Did Not Complete,18,12th,Hispanic/Latino,Male,Hopewell High School,No,"$25,000-$39,999",3,Yes,Career Readiness,Yes,No,2022,18,12th,Hispanic/Latino,Male,Hopewell High School,No,"$25,000-$39,999",3,Yes,Career Readiness,Yes,No,21,22,19,23,20,880,410,470,2.28,6,9,3,Limited,Limited access,Trade school,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hispanic/Latino,Low Income,Proficient,FALSE,FALSE,FALSE
CYC2022128,2022,2022-10-14,2022-10-21,Completed,16,10th,Asian,Female,West Charlotte High School,Yes,"$25,000-$39,999",2,Yes,College Prep,No,Yes,2022,16,10th,Asian,Female,West Charlotte High School,Yes,"$25,000-$39,999",2,Yes,College Prep,No,Yes,19,21,20,17,20,830,430,400,2.78,10,0,3,Moderate,Limited access,4-year college,2022,16,10th,Asian,Female,West Charlotte High School,Yes,"$25,000-$39,999",2,Yes,College Prep,No,Yes,19,21,20,17,20,830,430,400,2.78,10,0,3,Moderate,Limited access,4-year college,22,20,20,25,20,950,500,450,3.0589545245396916,10,4.500021908264284,5,Enrolled 4-year,Yes,6800,5,Maybe,3,120,0.27895452453969183,0,2,322,Asian,Low Income,Developing,TRUE,TRUE,TRUE
CYC2022129,2022,2022-08-26,2022-09-03,Completed,15,10th,Asian,Male,Harding University High School,Yes,"Under $25,000",3,Yes,Intensive Support,Yes,No,2022,15,10th,Asian,Male,Harding University High School,Yes,"Under $25,000",3,Yes,Intensive Support,Yes,No,10,12,12,12,12,1270,580,690,3.19,6,13,2,None,Limited access,Community college,2022,15,10th,Asian,Male,Harding University High School,Yes,"Under $25,000",3,Yes,Intensive Support,Yes,No,10,12,12,12,12,1270,580,690,3.19,6,13,2,None,Limited access,Community college,11,13,9,10,9,1460,680,780,3.6433188211963774,5,15.906880590368758,3,Enrolled 4-year,No,NA,4,Probably,1,190,0.45331882119637745,-1,1,370,Asian,Low Income,High Achieving,FALSE,TRUE,TRUE
CYC2022130,2022,2022-09-11,2022-09-20,Completed,15,10th,Hispanic/Latino,Male,Charlotte Catholic High School,Yes,"Under $25,000",3,Yes,College Prep,No,No,2022,15,10th,Hispanic/Latino,Male,Charlotte Catholic High School,Yes,"Under $25,000",3,Yes,College Prep,No,No,17,15,14,20,20,1290,590,700,2.4,2,5,7,Limited,Limited access,Undecided,2022,15,10th,Hispanic/Latino,Male,Charlotte Catholic High School,Yes,"Under $25,000",3,Yes,College Prep,No,No,17,15,14,20,20,1290,590,700,2.4,2,5,7,Limited,Limited access,Undecided,21,19,21,22,21,1380,730,650,2.715447294040842,3,11.282257360757091,8,Gap year,No,NA,4,Maybe,4,90,0.31544729404084215,1,1,338,Hispanic/Latino,Low Income,High Achieving,TRUE,TRUE,TRUE
CYC2022131,2022,2022-09-20,2022-09-24,Completed,16,11th,Black or African American,Male,Harding University High School,No,"Under $25,000",2,No,College Prep,No,No,2022,16,11th,Black or African American,Male,Harding University High School,No,"Under $25,000",2,No,College Prep,No,No,22,24,24,22,25,770,360,410,1.94,2,15,5,Limited,No reliable access,Military,2022,16,11th,Black or African American,Male,Harding University High School,No,"Under $25,000",2,No,College Prep,No,No,22,24,24,22,25,770,360,410,1.94,2,15,5,Limited,No reliable access,Military,24,23,22,22,26,830,410,420,2.19427703574237,3,17.678642098065236,8,Enrolled 2-year,Yes,10400,4,Probably,2,60,0.25427703574237004,1,3,380,Black/African American,Low Income,Proficient,TRUE,FALSE,TRUE
CYC2022132,2022,2022-10-12,2022-10-24,Completed,16,11th,Hispanic/Latino,Female,Garinger High School,No,"$40,000-$59,999",6,Yes,Intensive Support,Yes,No,2022,16,11th,Hispanic/Latino,Female,Garinger High School,No,"$40,000-$59,999",6,Yes,Intensive Support,Yes,No,20,19,21,20,17,770,380,390,1.58,4,5,1,Limited,No reliable access,Undecided,2022,16,11th,Hispanic/Latino,Female,Garinger High School,No,"$40,000-$59,999",6,Yes,Intensive Support,Yes,No,20,19,21,20,17,770,380,390,1.58,4,5,1,Limited,No reliable access,Undecided,23,24,22,21,23,880,450,430,1.8558804739448975,8,12.362845580167347,1,Enrolled 4-year,No,NA,5,Definitely,3,110,0.27588047394489745,4,0,369,Hispanic/Latino,Middle Income,Proficient,TRUE,TRUE,TRUE
CYC2022133,2022,2022-09-13,2022-09-16,Completed,15,10th,Black or African American,Female,Harding University High School,Yes,"$60,000-$79,999",5,Yes,Intensive Support,No,No,2022,15,10th,Black or African American,Female,Harding University High School,Yes,"$60,000-$79,999",5,Yes,Intensive Support,No,No,20,19,20,22,20,860,400,460,2.24,5,4,5,Moderate,Limited access,4-year college,2022,15,10th,Black or African American,Female,Harding University High School,Yes,"$60,000-$79,999",5,Yes,Intensive Support,No,No,20,19,20,22,20,860,400,460,2.24,5,4,5,Moderate,Limited access,4-year college,22,24,19,21,24,990,530,460,2.68635150554473,7,2.439618104810733,5,Enrolled 2-year,Yes,7400,5,Probably,2,130,0.4463515055447296,2,0,369,Black/African American,Middle Income,Proficient,TRUE,TRUE,TRUE
CYC2022134,2022,2022-10-15,2022-10-15,Did Not Complete,16,11th,Hispanic/Latino,Female,Independence High School,Yes,"$25,000-$39,999",1,No,Intensive Support,Yes,No,2022,16,11th,Hispanic/Latino,Female,Independence High School,Yes,"$25,000-$39,999",1,No,Intensive Support,Yes,No,19,17,16,22,16,1060,510,550,2.29,6,9,3,Moderate,Limited access,4-year college,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hispanic/Latino,Low Income,Proficient,FALSE,FALSE,FALSE
CYC2022135,2022,2022-10-06,2022-10-17,Completed,17,11th,Black or African American,Female,South Mecklenburg High School,No,"Under $25,000",2,No,Career Readiness,No,No,2022,17,11th,Black or African American,Female,South Mecklenburg High School,No,"Under $25,000",2,No,Career Readiness,No,No,18,18,14,20,15,1050,490,560,2.02,1,5,7,None,Limited access,Military,2022,17,11th,Black or African American,Female,South Mecklenburg High School,No,"Under $25,000",2,No,Career Readiness,No,No,18,18,14,20,15,1050,490,560,2.02,1,5,7,None,Limited access,Military,22,22,24,22,21,1100,560,540,2.085484195049853,4,8.43796920775688,10,Enrolled 4-year,Yes,13600,4,Probably,4,50,0.06548419504985281,3,3,318,Black/African American,Low Income,Proficient,TRUE,FALSE,FALSE
CYC2022136,2022,2022-08-20,2022-08-30,Completed,18,12th,White,Female,East Mecklenburg High School,Yes,"$25,000-$39,999",8,Yes,College Prep,No,N/A,2022,18,12th,White,Female,East Mecklenburg High School,Yes,"$25,000-$39,999",8,Yes,College Prep,No,N/A,17,14,17,15,20,1010,480,530,3.87,6,8,6,Strong,Good access,Trade school,2022,18,12th,White,Female,East Mecklenburg High School,Yes,"$25,000-$39,999",8,Yes,College Prep,No,N/A,17,14,17,15,20,1010,480,530,3.87,6,8,6,Strong,Good access,Trade school,19,18,20,21,21,1070,550,520,4,8,15.66575955763086,8,Enrolled 4-year,Yes,8900,4,Definitely,2,60,0.1299999999999999,2,2,312,White,Low Income,Proficient,TRUE,FALSE,FALSE
CYC2022137,2022,2022-09-23,2022-10-05,Did Not Complete,18,12th,Black or African American,Male,Olympic High School,Yes,"$25,000-$39,999",5,Yes,College Prep,No,No,2022,18,12th,Black or African American,Male,Olympic High School,Yes,"$25,000-$39,999",5,Yes,College Prep,No,No,14,13,12,17,16,1030,490,540,1.64,7,16,4,Strong,Good access,4-year college,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Black/African American,Low Income,Proficient,FALSE,FALSE,FALSE
CYC2022138,2022,2022-09-30,2022-10-05,Completed,17,12th,Black or African American,Female,Julius Chambers High School,Yes,"$100,000+",5,Yes,College Prep,No,No,2022,17,12th,Black or African American,Female,Julius Chambers High School,Yes,"$100,000+",5,Yes,College Prep,No,No,20,20,19,24,18,840,380,460,1.82,4,5,2,Moderate,Limited access,4-year college,2022,17,12th,Black or African American,Female,Julius Chambers High School,Yes,"$100,000+",5,Yes,College Prep,No,No,20,20,19,24,18,840,380,460,1.82,4,5,2,Moderate,Limited access,4-year college,23,21,23,26,25,910,460,450,2.2937124837533993,3,6.1607314414872585,5,Enrolled 4-year,No,NA,4,Probably,3,70,0.4737124837533993,-1,3,295,Black/African American,Higher Income,Proficient,TRUE,TRUE,TRUE
CYC2022139,2022,2022-09-01,2022-09-02,Completed,15,9th,Multiracial,Male,Myers Park High School,Yes,"Under $25,000",6,Yes,Dual Track,No,Yes,2022,15,9th,Multiracial,Male,Myers Park High School,Yes,"Under $25,000",6,Yes,Dual Track,No,Yes,23,23,22,27,23,1000,470,530,3.76,9,4,4,Limited,Good access,Trade school,2022,15,9th,Multiracial,Male,Myers Park High School,Yes,"Under $25,000",6,Yes,Dual Track,No,Yes,23,23,22,27,23,1000,470,530,3.76,9,4,4,Limited,Good access,Trade school,25,26,26,27,26,1090,520,570,3.881877231497456,10,3.813270903688381,7,Enrolled 4-year,No,NA,3,Definitely,2,90,0.12187723149745631,1,3,341,Other/Multiracial,Low Income,Proficient,TRUE,TRUE,FALSE
CYC2022140,2022,2022-08-21,2022-08-29,Completed,18,12th,Asian,Male,Mallard Creek High School,No,"Under $25,000",3,Yes,Dual Track,No,No,2022,18,12th,Asian,Male,Mallard Creek High School,No,"Under $25,000",3,Yes,Dual Track,No,No,20,21,16,20,21,1010,520,490,4,5,4,7,None,Good access,Trade school,2022,18,12th,Asian,Male,Mallard Creek High School,No,"Under $25,000",3,Yes,Dual Track,No,No,20,21,16,20,21,1010,520,490,4,5,4,7,None,Good access,Trade school,20,22,19,23,18,1200,600,600,4,7,5.785653605108392,10,Enrolled 2-year,No,NA,5,Probably,0,190,0,2,3,385,Asian,Low Income,Proficient,FALSE,TRUE,FALSE
CYC2022141,2022,2022-09-24,2022-10-01,Completed,15,10th,Black or African American,Female,Charlotte Catholic High School,Yes,"$60,000-$79,999",3,Yes,Career Readiness,No,Yes,2022,15,10th,Black or African American,Female,Charlotte Catholic High School,Yes,"$60,000-$79,999",3,Yes,Career Readiness,No,Yes,18,17,16,22,15,980,470,510,2.78,1,9,9,Limited,Limited access,Community college,2022,15,10th,Black or African American,Female,Charlotte Catholic High School,Yes,"$60,000-$79,999",3,Yes,Career Readiness,No,Yes,18,17,16,22,15,980,470,510,2.78,1,9,9,Limited,Limited access,Community college,19,20,17,22,18,1060,550,510,2.6961777501607216,3,9.755544504401527,10,Enrolled 4-year,No,NA,4,Maybe,1,80,-0.08382224983927822,2,1,315,Black/African American,Middle Income,Developing,FALSE,TRUE,FALSE
CYC2022142,2022,2022-09-05,2022-09-17,Completed,18,12th,Black or African American,Female,Olympic High School,Yes,"Under $25,000",4,No,College Prep,Yes,No,2022,18,12th,Black or African American,Female,Olympic High School,Yes,"Under $25,000",4,No,College Prep,Yes,No,14,13,12,14,15,930,440,490,3.32,8,4,4,Strong,Good access,4-year college,2022,18,12th,Black or African American,Female,Olympic High School,Yes,"Under $25,000",4,No,College Prep,Yes,No,14,13,12,14,15,930,440,490,3.32,8,4,4,Strong,Good access,4-year college,16,14,18,17,15,1050,510,540,3.970613004845618,9,5.508003181876473,7,Trade program,Yes,14000,2,Definitely,2,120,0.650613004845618,1,3,345,Black/African American,Low Income,Developing,TRUE,TRUE,TRUE
CYC2022143,2022,2022-08-29,2022-09-06,Completed,17,12th,Black or African American,Non-binary,Julius Chambers High School,Yes,"$25,000-$39,999",1,Yes,Career Readiness,No,No,2022,17,12th,Black or African American,Non-binary,Julius Chambers High School,Yes,"$25,000-$39,999",1,Yes,Career Readiness,No,No,16,18,12,19,15,1080,570,510,2.4,1,8,3,Limited,No reliable access,Trade school,2022,17,12th,Black or African American,Non-binary,Julius Chambers High School,Yes,"$25,000-$39,999",1,Yes,Career Readiness,No,No,16,18,12,19,15,1080,570,510,2.4,1,8,3,Limited,No reliable access,Trade school,21,22,23,24,19,1150,560,590,2.6606432807779608,3,12.830964449632756,6,Enrolled 4-year,No,NA,3,Definitely,5,70,0.26064328077796084,2,3,388,Black/African American,Low Income,Proficient,TRUE,TRUE,TRUE
CYC2022144,2022,2022-10-15,2022-10-20,Completed,15,9th,Black or African American,Male,Hopewell High School,No,"Under $25,000",1,Yes,Career Readiness,No,No,2022,15,9th,Black or African American,Male,Hopewell High School,No,"Under $25,000",1,Yes,Career Readiness,No,No,17,15,18,15,15,1080,530,550,2,4,0,6,Limited,Limited access,Community college,2022,15,9th,Black or African American,Male,Hopewell High School,No,"Under $25,000",1,Yes,Career Readiness,No,No,17,15,18,15,15,1080,530,550,2,4,0,6,Limited,Limited access,Community college,20,20,21,18,22,1140,520,620,2.124074583882046,6,3.676016820669117,8,Enrolled 4-year,No,NA,5,Maybe,3,60,0.12407458388204606,2,2,338,Black/African American,Low Income,Proficient,TRUE,FALSE,FALSE
CYC2022145,2022,2022-09-22,2022-09-25,Did Not Complete,18,12th,White,Female,Butler High School,Yes,"Under $25,000",3,Yes,College Prep,Yes,Yes,2022,18,12th,White,Female,Butler High School,Yes,"Under $25,000",3,Yes,College Prep,Yes,Yes,17,17,19,17,20,720,360,360,2.39,10,12,8,Strong,No reliable access,Work,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,White,Low Income,Developing,FALSE,FALSE,FALSE
CYC2022146,2022,2022-09-02,2022-09-13,Did Not Complete,18,12th,Black or African American,Male,West Charlotte High School,Yes,"$60,000-$79,999",5,No,Career Readiness,Yes,No,2022,18,12th,Black or African American,Male,West Charlotte High School,Yes,"$60,000-$79,999",5,No,Career Readiness,Yes,No,16,14,17,18,16,980,440,540,3.07,4,7,4,Moderate,Good access,Trade school,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Black/African American,Middle Income,Developing,FALSE,FALSE,FALSE
CYC2022147,2022,2022-09-01,2022-09-14,Did Not Complete,18,12th,Multiracial,Female,Ardrey Kell High School,Yes,"$25,000-$39,999",2,Yes,College Prep,Yes,No,2022,18,12th,Multiracial,Female,Ardrey Kell High School,Yes,"$25,000-$39,999",2,Yes,College Prep,Yes,No,18,15,19,19,17,1260,660,600,2.39,5,12,3,None,Limited access,4-year college,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other/Multiracial,Low Income,High Achieving,FALSE,FALSE,FALSE
CYC2022148,2022,2022-09-26,2022-10-07,Completed,18,12th,Black or African American,Female,Hopewell High School,No,"$25,000-$39,999",5,Yes,Career Readiness,No,No,2022,18,12th,Black or African American,Female,Hopewell High School,No,"$25,000-$39,999",5,Yes,Career Readiness,No,No,19,20,20,19,21,950,490,460,3.65,7,5,7,Moderate,Good access,Undecided,2022,18,12th,Black or African American,Female,Hopewell High School,No,"$25,000-$39,999",5,Yes,Career Readiness,No,No,19,20,20,19,21,950,490,460,3.65,7,5,7,Moderate,Good access,Undecided,24,22,21,22,23,1030,490,540,4,10,5.125835645267118,8,Military,No,NA,4,Maybe,5,80,0.3500000000000001,3,1,312,Black/African American,Low Income,Developing,TRUE,TRUE,TRUE
CYC2022149,2022,2022-10-01,2022-10-01,Did Not Complete,18,12th,White,Female,Harding University High School,Yes,"Under $25,000",4,Yes,College Prep,No,N/A,2022,18,12th,White,Female,Harding University High School,Yes,"Under $25,000",4,Yes,College Prep,No,N/A,17,18,19,18,18,860,420,440,2.59,10,4,7,Moderate,Limited access,Community college,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,White,Low Income,Developing,FALSE,FALSE,FALSE
CYC2022150,2022,2022-10-05,2022-10-05,Completed,17,11th,Black or African American,Male,South Mecklenburg High School,Yes,"$40,000-$59,999",3,Yes,Career Readiness,No,N/A,2022,17,11th,Black or African American,Male,South Mecklenburg High School,Yes,"$40,000-$59,999",3,Yes,Career Readiness,No,N/A,23,23,24,27,26,1190,630,560,3.23,3,10,7,Limited,Good access,Trade school,2022,17,11th,Black or African American,Male,South Mecklenburg High School,Yes,"$40,000-$59,999",3,Yes,Career Readiness,No,N/A,23,23,24,27,26,1190,630,560,3.23,3,10,7,Limited,Good access,Trade school,26,25,28,28,27,1230,680,550,3.5559307188753326,5,12.881820644632947,9,Enrolled 2-year,Yes,2100,5,Definitely,3,40,0.32593071887533265,2,2,397,Black/African American,Middle Income,Proficient,TRUE,FALSE,TRUE
