participant_id,cohort_year,total_sessions_offered,sessions_attended,sessions_excused,sessions_absent,attendance_rate,total_hours,avg_session_length,test_prep_sessions,college_planning_sessions,tutoring_sessions,program_start_date,program_end_date,consistent_attendance,high_engagement,engagement_level
CYC2021194,2021,32,25,0,7,78.1,51,2,3,3,4,2021-09-10,2022-04-15,TRUE,FALSE,Moderate Engagement
CYC2021195,2021,33,27,0,6,81.8,60,2.2,5,5,1,2021-08-16,2022-03-28,TRUE,TRUE,Moderate Engagement
CYC2021196,2021,34,25,1,8,73.5,55,2.2,8,2,1,2021-08-30,2022-04-18,FALSE,FALSE,Moderate Engagement
CYC2021197,2021,36,26,1,9,72.2,51.5,2,3,4,3,2021-09-15,2022-05-18,FALSE,FALSE,Moderate Engagement
CYC2021198,2021,31,18,3,10,58.1,40,2.2,4,5,1,2021-09-05,2022-04-03,FALSE,FALSE,Low Engagement
CYC2021199,2021,36,23,4,9,63.9,48,2.1,6,3,1,2021-09-14,2022-05-17,FALSE,FALSE,Low Engagement
CYC2021200,2021,34,28,2,4,82.4,62.5,2.2,4,2,6,2021-09-12,2022-05-01,TRUE,TRUE,Moderate Engagement
CYC2021201,2021,33,24,0,9,72.7,50.5,2.1,1,4,4,2021-10-07,2022-05-19,FALSE,FALSE,Moderate Engagement
CYC2021202,2021,29,23,1,5,79.3,49,2.1,2,3,2,2021-10-10,2022-04-24,TRUE,FALSE,Low Engagement
CYC2021203,2021,35,23,1,11,65.7,51.5,2.2,2,6,3,2021-08-29,2022-04-24,FALSE,FALSE,Low Engagement
CYC2022001,2022,31,23,0,8,74.2,50,2.2,5,1,4,2022-09-06,2023-04-04,FALSE,FALSE,Moderate Engagement
CYC2022002,2022,29,25,2,2,86.2,51,2,0,5,3,2022-09-23,2023-04-07,TRUE,FALSE,Moderate Engagement
CYC2022003,2022,29,21,2,6,72.4,44.5,2.1,3,3,4,2022-08-17,2023-03-01,FALSE,FALSE,Low Engagement
CYC2022004,2022,35,21,2,12,60,41.5,2,5,3,4,2022-10-07,2023-06-02,FALSE,FALSE,Low Engagement
CYC2022005,2022,32,22,1,9,68.8,48,2.2,5,5,3,2022-10-03,2023-05-08,FALSE,FALSE,Low Engagement
CYC2022006,2022,35,24,1,10,68.6,51.5,2.1,2,6,2,2022-09-14,2023-05-10,FALSE,FALSE,Low Engagement
CYC2022007,2022,33,25,2,6,75.8,56,2.2,2,2,5,2022-08-22,2023-04-03,TRUE,FALSE,Moderate Engagement
CYC2022008,2022,35,28,3,4,80,61.5,2.2,7,1,6,2022-09-24,2023-05-20,TRUE,TRUE,Moderate Engagement
CYC2022009,2022,35,27,2,6,77.1,57,2.1,5,4,3,2022-10-07,2023-06-02,TRUE,FALSE,Moderate Engagement
CYC2022010,2022,28,23,3,2,82.1,46,2,2,2,3,2022-10-06,2023-04-13,TRUE,FALSE,Low Engagement
CYC2022011,2022,29,19,1,9,65.5,36.5,1.9,2,1,2,2022-09-15,2023-03-30,FALSE,FALSE,Low Engagement
CYC2022012,2022,30,22,1,7,73.3,50.5,2.3,5,2,2,2022-08-19,2023-03-10,FALSE,FALSE,Moderate Engagement
CYC2022013,2022,35,25,4,6,71.4,54.5,2.2,1,7,3,2022-09-18,2023-05-14,FALSE,FALSE,Moderate Engagement
CYC2022014,2022,31,28,0,3,90.3,62.5,2.2,6,3,7,2022-09-17,2023-04-15,TRUE,TRUE,Moderate Engagement
CYC2022015,2022,31,20,4,7,64.5,43,2.1,2,5,4,2022-08-27,2023-03-25,FALSE,FALSE,Low Engagement
CYC2022016,2022,33,27,2,4,81.8,59,2.2,4,3,2,2022-09-01,2023-04-13,TRUE,FALSE,Moderate Engagement
CYC2022017,2022,33,28,3,2,84.8,58,2.1,3,5,3,2022-09-17,2023-04-29,TRUE,FALSE,Moderate Engagement
CYC2022018,2022,28,22,1,5,78.6,46,2.1,4,2,3,2022-08-23,2023-02-28,TRUE,FALSE,Low Engagement
CYC2022019,2022,30,23,2,5,76.7,48.5,2.1,1,4,4,2022-10-11,2023-05-02,TRUE,FALSE,Low Engagement
CYC2022020,2022,35,27,3,5,77.1,56,2.1,4,2,3,2022-09-27,2023-05-23,TRUE,FALSE,Moderate Engagement
CYC2022021,2022,30,18,5,7,60,39,2.2,3,4,2,2022-10-12,2023-05-03,FALSE,FALSE,Low Engagement
CYC2022022,2022,35,26,2,7,74.3,59,2.3,2,5,3,2022-09-28,2023-05-24,FALSE,FALSE,Moderate Engagement
CYC2022023,2022,34,30,0,4,88.2,63.5,2.1,3,2,7,2022-09-10,2023-04-29,TRUE,TRUE,Moderate Engagement
CYC2022024,2022,31,20,5,6,64.5,42,2.1,5,2,3,2022-10-06,2023-05-04,FALSE,FALSE,Low Engagement
CYC2022025,2022,31,20,3,8,64.5,46,2.3,2,4,5,2022-09-05,2023-04-03,FALSE,FALSE,Low Engagement
CYC2022026,2022,36,22,2,12,61.1,47,2.1,4,6,4,2022-08-17,2023-04-19,FALSE,FALSE,Low Engagement
CYC2022027,2022,34,24,1,9,70.6,56.5,2.4,6,2,4,2022-09-09,2023-04-28,FALSE,FALSE,Moderate Engagement
CYC2022028,2022,36,28,0,8,77.8,59,2.1,3,5,3,2022-10-15,2023-06-17,TRUE,FALSE,Moderate Engagement
CYC2022029,2022,33,29,1,3,87.9,60.5,2.1,10,1,4,2022-09-17,2023-04-29,TRUE,TRUE,Moderate Engagement
CYC2022030,2022,34,25,1,8,73.5,54,2.2,2,4,3,2022-10-15,2023-06-03,FALSE,FALSE,Moderate Engagement
CYC2022031,2022,29,21,1,7,72.4,43.5,2.1,2,3,4,2022-09-07,2023-03-22,FALSE,FALSE,Low Engagement
CYC2022032,2022,31,22,2,7,71,49.5,2.2,5,1,5,2022-10-08,2023-05-06,FALSE,FALSE,Low Engagement
CYC2022033,2022,31,23,2,6,74.2,50,2.2,1,4,5,2022-09-02,2023-03-31,FALSE,FALSE,Moderate Engagement
CYC2022034,2022,32,27,2,3,84.4,62.5,2.3,5,2,6,2022-08-22,2023-03-27,TRUE,TRUE,Moderate Engagement
CYC2022035,2022,34,28,2,4,82.4,60,2.1,3,4,4,2022-10-03,2023-05-22,TRUE,TRUE,Moderate Engagement
CYC2022036,2022,30,24,2,4,80,53.5,2.2,4,3,4,2022-10-06,2023-04-27,TRUE,FALSE,Moderate Engagement
CYC2022037,2022,35,22,5,8,62.9,48,2.2,7,2,3,2022-09-19,2023-05-15,FALSE,FALSE,Low Engagement
CYC2022038,2022,28,24,0,4,85.7,53,2.2,3,3,2,2022-09-30,2023-04-07,TRUE,FALSE,Moderate Engagement
CYC2022039,2022,34,26,2,6,76.5,58.5,2.2,4,2,5,2022-09-27,2023-05-16,TRUE,FALSE,Moderate Engagement
CYC2022040,2022,31,17,3,11,54.8,37,2.2,1,4,3,2022-10-13,2023-05-11,FALSE,FALSE,Low Engagement
CYC2022041,2022,34,26,1,7,76.5,53.5,2.1,2,5,3,2022-10-12,2023-05-31,TRUE,FALSE,Moderate Engagement
CYC2022042,2022,28,21,4,3,75,45.5,2.2,4,3,4,2022-10-14,2023-04-21,TRUE,FALSE,Low Engagement
CYC2022043,2022,29,17,7,5,58.6,37.5,2.2,3,3,3,2022-10-13,2023-04-27,FALSE,FALSE,Low Engagement
CYC2022044,2022,34,26,1,7,76.5,55,2.1,8,2,2,2022-10-09,2023-05-28,TRUE,FALSE,Moderate Engagement
CYC2022045,2022,29,27,1,1,93.1,57.5,2.1,7,5,5,2022-09-25,2023-04-09,TRUE,FALSE,Moderate Engagement
CYC2022046,2022,36,29,2,5,80.6,62.5,2.2,5,2,5,2022-10-01,2023-06-03,TRUE,TRUE,Moderate Engagement
CYC2022047,2022,34,19,4,11,55.9,36,1.9,5,0,5,2022-09-16,2023-05-05,FALSE,FALSE,Low Engagement
CYC2022048,2022,31,25,3,3,80.6,55,2.2,6,2,4,2022-08-15,2023-03-13,TRUE,FALSE,Moderate Engagement
CYC2022049,2022,35,27,0,8,77.1,56,2.1,4,5,4,2022-09-02,2023-04-28,TRUE,FALSE,Moderate Engagement
CYC2022050,2022,32,25,4,3,78.1,54.5,2.2,2,3,6,2022-08-16,2023-03-21,TRUE,FALSE,Moderate Engagement
CYC2022051,2022,35,31,0,4,88.6,65.5,2.1,8,2,3,2022-09-23,2023-05-19,TRUE,TRUE,Moderate Engagement
CYC2022052,2022,30,23,4,3,76.7,50,2.2,4,5,3,2022-08-20,2023-03-11,TRUE,FALSE,Moderate Engagement
CYC2022053,2022,28,20,1,7,71.4,44,2.2,2,1,1,2022-10-01,2023-04-08,FALSE,FALSE,Low Engagement
CYC2022054,2022,33,28,2,3,84.8,61,2.2,2,0,11,2022-09-15,2023-04-27,TRUE,TRUE,Moderate Engagement
CYC2022055,2022,31,25,1,5,80.6,57.5,2.3,4,5,3,2022-09-12,2023-04-10,TRUE,FALSE,Moderate Engagement
CYC2022056,2022,35,18,6,11,51.4,40,2.2,4,3,2,2022-09-06,2023-05-02,FALSE,FALSE,Low Engagement
CYC2022057,2022,29,23,0,6,79.3,48.5,2.1,2,4,3,2022-08-27,2023-03-11,TRUE,FALSE,Low Engagement
CYC2022058,2022,30,18,5,7,60,38.5,2.1,4,3,3,2022-09-27,2023-04-18,FALSE,FALSE,Low Engagement
CYC2022059,2022,29,23,2,4,79.3,50,2.2,4,3,2,2022-08-23,2023-03-07,TRUE,FALSE,Moderate Engagement
CYC2022060,2022,35,23,3,9,65.7,47,2,5,3,3,2022-09-03,2023-04-29,FALSE,FALSE,Low Engagement
CYC2022061,2022,35,27,1,7,77.1,60.5,2.2,5,6,3,2022-09-19,2023-05-15,TRUE,TRUE,Moderate Engagement
CYC2022062,2022,33,27,2,4,81.8,60.5,2.2,3,8,3,2022-09-24,2023-05-06,TRUE,TRUE,Moderate Engagement
CYC2022063,2022,36,27,2,7,75,59.5,2.2,4,6,3,2022-10-15,2023-06-17,TRUE,FALSE,Moderate Engagement
CYC2022064,2022,30,24,2,4,80,54.5,2.3,7,1,4,2022-08-26,2023-03-17,TRUE,FALSE,Moderate Engagement
CYC2022065,2022,34,26,2,6,76.5,51.5,2,2,5,3,2022-09-29,2023-05-18,TRUE,FALSE,Moderate Engagement
CYC2022066,2022,36,28,3,5,77.8,64,2.3,4,4,5,2022-09-27,2023-05-30,TRUE,TRUE,Moderate Engagement
CYC2022067,2022,28,20,2,6,71.4,45,2.2,1,5,1,2022-09-16,2023-03-24,FALSE,FALSE,Low Engagement
CYC2022068,2022,29,23,1,5,79.3,47,2,2,4,4,2022-10-08,2023-04-22,TRUE,FALSE,Low Engagement
CYC2022069,2022,28,23,0,5,82.1,48.5,2.1,3,3,4,2022-10-08,2023-04-15,TRUE,FALSE,Low Engagement
CYC2022070,2022,32,26,3,3,81.2,56,2.2,5,2,2,2022-10-08,2023-05-13,TRUE,FALSE,Moderate Engagement
CYC2022071,2022,30,17,3,10,56.7,37,2.2,1,2,2,2022-09-18,2023-04-09,FALSE,FALSE,Low Engagement
CYC2022072,2022,32,26,1,5,81.2,56.5,2.2,4,2,6,2022-09-11,2023-04-16,TRUE,FALSE,Moderate Engagement
CYC2022073,2022,29,24,0,5,82.8,52.5,2.2,5,1,2,2022-10-08,2023-04-22,TRUE,FALSE,Moderate Engagement
CYC2022074,2022,32,22,2,8,68.8,48,2.2,2,2,0,2022-09-08,2023-04-13,FALSE,FALSE,Low Engagement
CYC2022075,2022,28,23,3,2,82.1,49.5,2.2,0,0,7,2022-10-12,2023-04-19,TRUE,FALSE,Low Engagement
CYC2022076,2022,30,22,2,6,73.3,48.5,2.2,3,1,2,2022-09-29,2023-04-20,FALSE,FALSE,Low Engagement
CYC2022077,2022,28,21,2,5,75,47,2.2,0,1,3,2022-08-20,2023-02-25,TRUE,FALSE,Low Engagement
CYC2022078,2022,28,21,2,5,75,47,2.2,4,4,3,2022-10-14,2023-04-21,TRUE,FALSE,Low Engagement
CYC2022079,2022,35,28,1,6,80,59.5,2.1,3,6,1,2022-08-21,2023-04-16,TRUE,FALSE,Moderate Engagement
CYC2022080,2022,34,29,0,5,85.3,61.5,2.1,3,5,11,2022-09-12,2023-05-01,TRUE,TRUE,Moderate Engagement
CYC2022081,2022,31,23,1,7,74.2,50,2.2,3,6,2,2022-09-01,2023-03-30,FALSE,FALSE,Moderate Engagement
CYC2022082,2022,31,23,4,4,74.2,47.5,2.1,2,5,4,2022-09-08,2023-04-06,FALSE,FALSE,Low Engagement
CYC2022083,2022,36,27,1,8,75,60,2.2,4,7,4,2022-09-01,2023-05-04,TRUE,TRUE,Moderate Engagement
CYC2022084,2022,33,27,0,6,81.8,58,2.1,6,2,4,2022-09-05,2023-04-17,TRUE,FALSE,Moderate Engagement
CYC2022085,2022,33,30,1,2,90.9,65,2.2,4,1,4,2022-10-08,2023-05-20,TRUE,TRUE,Moderate Engagement
CYC2022086,2022,34,22,2,10,64.7,48.5,2.2,3,7,2,2022-08-22,2023-04-10,FALSE,FALSE,Low Engagement
CYC2022087,2022,34,23,2,9,67.6,53.5,2.3,1,2,6,2022-08-25,2023-04-13,FALSE,FALSE,Low Engagement
CYC2022088,2022,30,26,0,4,86.7,52,2,6,3,4,2022-10-11,2023-05-02,TRUE,FALSE,Moderate Engagement
CYC2022089,2022,33,26,2,5,78.8,57,2.2,3,6,5,2022-09-27,2023-05-09,TRUE,FALSE,Moderate Engagement
CYC2022090,2022,32,27,1,4,84.4,59.5,2.2,3,3,3,2022-09-04,2023-04-09,TRUE,FALSE,Moderate Engagement
CYC2022091,2022,31,26,2,3,83.9,56,2.2,3,6,6,2022-09-26,2023-04-24,TRUE,FALSE,Moderate Engagement
CYC2022092,2022,36,26,2,8,72.2,59.5,2.3,3,3,5,2022-10-11,2023-06-13,FALSE,FALSE,Moderate Engagement
CYC2022093,2022,35,29,1,5,82.9,64,2.2,5,4,4,2022-08-23,2023-04-18,TRUE,TRUE,Moderate Engagement
CYC2022094,2022,34,25,1,8,73.5,55.5,2.2,2,2,5,2022-09-12,2023-05-01,FALSE,FALSE,Moderate Engagement
CYC2022095,2022,33,25,1,7,75.8,49,2,3,4,5,2022-08-17,2023-03-29,TRUE,FALSE,Low Engagement
CYC2022096,2022,35,25,1,9,71.4,54,2.2,4,7,1,2022-10-07,2023-06-02,FALSE,FALSE,Moderate Engagement
CYC2022097,2022,31,22,2,7,71,49.5,2.2,3,5,3,2022-09-13,2023-04-11,FALSE,FALSE,Low Engagement
CYC2022098,2022,35,27,5,3,77.1,56.5,2.1,6,6,2,2022-08-24,2023-04-19,TRUE,FALSE,Moderate Engagement
CYC2022099,2022,34,23,2,9,67.6,47.5,2.1,3,5,2,2022-09-30,2023-05-19,FALSE,FALSE,Low Engagement
CYC2022100,2022,34,26,2,6,76.5,56,2.2,6,3,2,2022-09-21,2023-05-10,TRUE,FALSE,Moderate Engagement
CYC2022101,2022,36,26,1,9,72.2,56.5,2.2,6,5,4,2022-08-24,2023-04-26,FALSE,FALSE,Moderate Engagement
CYC2022102,2022,35,25,1,9,71.4,55,2.2,4,2,2,2022-08-25,2023-04-20,FALSE,FALSE,Moderate Engagement
CYC2022103,2022,29,19,3,7,65.5,44,2.3,2,2,4,2022-10-12,2023-04-26,FALSE,FALSE,Low Engagement
CYC2022104,2022,36,25,4,7,69.4,52.5,2.1,4,2,1,2022-08-30,2023-05-02,FALSE,FALSE,Low Engagement
CYC2022105,2022,28,20,1,7,71.4,38.5,1.9,2,2,4,2022-10-12,2023-04-19,FALSE,FALSE,Low Engagement
CYC2022106,2022,30,22,0,8,73.3,44,2,3,3,6,2022-09-20,2023-04-11,FALSE,FALSE,Low Engagement
CYC2022107,2022,30,23,2,5,76.7,47.5,2.1,1,5,6,2022-09-29,2023-04-20,TRUE,FALSE,Low Engagement
CYC2022108,2022,36,25,1,10,69.4,53.5,2.1,3,2,4,2022-09-25,2023-05-28,FALSE,FALSE,Low Engagement
CYC2022109,2022,34,23,1,10,67.6,51.5,2.2,4,4,2,2022-09-11,2023-04-30,FALSE,FALSE,Low Engagement
CYC2022110,2022,31,23,2,6,74.2,48,2.1,3,1,5,2022-09-24,2023-04-22,FALSE,FALSE,Low Engagement
CYC2022111,2022,33,27,0,6,81.8,60,2.2,3,3,3,2022-10-14,2023-05-26,TRUE,TRUE,Moderate Engagement
CYC2022112,2022,31,18,1,12,58.1,35.5,2,3,2,4,2022-08-18,2023-03-16,FALSE,FALSE,Low Engagement
CYC2022113,2022,35,31,0,4,88.6,68,2.2,7,4,4,2022-08-20,2023-04-15,TRUE,TRUE,Moderate Engagement
CYC2022114,2022,33,26,2,5,78.8,54.5,2.1,3,4,3,2022-08-22,2023-04-03,TRUE,FALSE,Moderate Engagement
CYC2022115,2022,33,24,4,5,72.7,55,2.3,5,1,5,2022-10-07,2023-05-19,FALSE,FALSE,Moderate Engagement
CYC2022116,2022,36,23,3,10,63.9,53,2.3,4,2,4,2022-08-20,2023-04-22,FALSE,FALSE,Low Engagement
CYC2022117,2022,33,26,1,6,78.8,55,2.1,1,3,5,2022-09-19,2023-05-01,TRUE,FALSE,Moderate Engagement
CYC2022118,2022,29,20,1,8,69,44,2.2,6,3,2,2022-09-23,2023-04-07,FALSE,FALSE,Low Engagement
CYC2022119,2022,29,20,0,9,69,44.5,2.2,3,1,2,2022-09-12,2023-03-27,FALSE,FALSE,Low Engagement
CYC2022120,2022,30,23,1,6,76.7,49.5,2.2,4,3,5,2022-08-25,2023-03-16,TRUE,FALSE,Low Engagement
CYC2022121,2022,31,27,1,3,87.1,57,2.1,5,3,3,2022-09-23,2023-04-21,TRUE,FALSE,Moderate Engagement
CYC2022122,2022,33,25,2,6,75.8,52.5,2.1,4,0,3,2022-10-15,2023-05-27,TRUE,FALSE,Moderate Engagement
CYC2022123,2022,28,19,2,7,67.9,41,2.2,5,2,3,2022-09-29,2023-04-06,FALSE,FALSE,Low Engagement
CYC2022124,2022,28,19,1,8,67.9,41.5,2.2,3,3,2,2022-09-15,2023-03-23,FALSE,FALSE,Low Engagement
CYC2022125,2022,31,25,0,6,80.6,54,2.2,2,4,7,2022-09-30,2023-04-28,TRUE,FALSE,Moderate Engagement
CYC2022126,2022,30,21,2,7,70,47.5,2.3,5,6,2,2022-08-31,2023-03-22,FALSE,FALSE,Low Engagement
CYC2022127,2022,36,26,3,7,72.2,59,2.3,7,6,3,2022-09-21,2023-05-24,FALSE,FALSE,Moderate Engagement
CYC2022128,2022,30,21,0,9,70,41.5,2,5,4,3,2022-10-14,2023-05-05,FALSE,FALSE,Low Engagement
CYC2022129,2022,31,19,3,9,61.3,41.5,2.2,4,3,3,2022-08-26,2023-03-24,FALSE,FALSE,Low Engagement
CYC2022130,2022,31,23,1,7,74.2,50.5,2.2,4,3,3,2022-09-11,2023-04-09,FALSE,FALSE,Moderate Engagement
CYC2022131,2022,28,20,1,7,71.4,42,2.1,1,1,4,2022-09-20,2023-03-28,FALSE,FALSE,Low Engagement
CYC2022132,2022,35,28,0,7,80,60.5,2.2,7,3,3,2022-10-12,2023-06-07,TRUE,TRUE,Moderate Engagement
CYC2022133,2022,35,26,1,8,74.3,55.5,2.1,4,6,3,2022-09-13,2023-05-09,FALSE,FALSE,Moderate Engagement
CYC2022134,2022,32,23,1,8,71.9,53,2.3,0,6,2,2022-10-15,2023-05-20,FALSE,FALSE,Moderate Engagement
CYC2022135,2022,33,31,1,1,93.9,65.5,2.1,5,6,4,2022-10-06,2023-05-18,TRUE,TRUE,Moderate Engagement
CYC2022136,2022,28,22,1,5,78.6,45.5,2.1,1,3,4,2022-08-20,2023-02-25,TRUE,FALSE,Low Engagement
CYC2022137,2022,35,27,1,7,77.1,54,2,2,4,5,2022-09-23,2023-05-19,TRUE,FALSE,Moderate Engagement
CYC2022138,2022,29,23,0,6,79.3,49.5,2.2,3,2,2,2022-09-30,2023-04-14,TRUE,FALSE,Low Engagement
CYC2022139,2022,33,25,1,7,75.8,55,2.2,4,3,3,2022-09-01,2023-04-13,TRUE,FALSE,Moderate Engagement
CYC2022140,2022,28,21,1,6,75,46,2.2,3,2,5,2022-08-21,2023-02-26,TRUE,FALSE,Low Engagement
CYC2022141,2022,32,25,2,5,78.1,57.5,2.3,8,3,3,2022-09-24,2023-04-29,TRUE,FALSE,Moderate Engagement
CYC2022142,2022,31,21,3,7,67.7,46,2.2,2,4,4,2022-09-05,2023-04-03,FALSE,FALSE,Low Engagement
CYC2022143,2022,29,18,2,9,62.1,38.5,2.1,2,2,3,2022-08-29,2023-03-13,FALSE,FALSE,Low Engagement
CYC2022144,2022,32,23,1,8,71.9,48,2.1,4,6,3,2022-10-15,2023-05-20,FALSE,FALSE,Low Engagement
CYC2022145,2022,28,22,0,6,78.6,48.5,2.2,2,2,4,2022-09-22,2023-03-30,TRUE,FALSE,Low Engagement
CYC2022146,2022,34,25,0,9,73.5,57,2.3,4,2,3,2022-09-02,2023-04-21,FALSE,FALSE,Moderate Engagement
CYC2022147,2022,36,28,1,7,77.8,58.5,2.1,2,4,4,2022-09-01,2023-05-04,TRUE,FALSE,Moderate Engagement
CYC2022148,2022,32,20,4,8,62.5,45,2.2,2,3,4,2022-09-26,2023-05-01,FALSE,FALSE,Low Engagement
CYC2022149,2022,28,21,1,6,75,44,2.1,2,1,6,2022-10-01,2023-04-08,TRUE,FALSE,Low Engagement
CYC2022150,2022,30,21,1,8,70,47,2.2,4,1,1,2022-10-05,2023-04-26,FALSE,FALSE,Low Engagement
CYC2022151,2022,34,26,3,5,76.5,57.5,2.2,4,4,3,2022-08-20,2023-04-08,TRUE,FALSE,Moderate Engagement
CYC2022152,2022,29,18,2,9,62.1,38,2.1,1,3,3,2022-08-18,2023-03-02,FALSE,FALSE,Low Engagement
CYC2022153,2022,35,26,3,6,74.3,56,2.2,6,0,2,2022-10-11,2023-06-06,FALSE,FALSE,Moderate Engagement
CYC2022154,2022,36,27,0,9,75,55.5,2.1,2,2,6,2022-10-04,2023-06-06,TRUE,FALSE,Moderate Engagement
CYC2022155,2022,34,29,1,4,85.3,65.5,2.3,3,2,6,2022-10-06,2023-05-25,TRUE,TRUE,Moderate Engagement
CYC2022156,2022,31,23,2,6,74.2,50,2.2,6,4,2,2022-09-01,2023-03-30,FALSE,FALSE,Moderate Engagement
CYC2022157,2022,32,26,1,5,81.2,57.5,2.2,5,7,6,2022-08-27,2023-04-01,TRUE,FALSE,Moderate Engagement
CYC2022158,2022,29,22,1,6,75.9,48.5,2.2,4,4,6,2022-09-10,2023-03-25,TRUE,FALSE,Low Engagement
CYC2022159,2022,36,27,2,7,75,56,2.1,5,4,4,2022-08-29,2023-05-01,TRUE,FALSE,Moderate Engagement
CYC2022160,2022,29,27,0,2,93.1,58,2.1,3,4,2,2022-08-31,2023-03-15,TRUE,FALSE,Moderate Engagement
CYC2022161,2022,31,27,0,4,87.1,57,2.1,7,4,3,2022-08-19,2023-03-17,TRUE,FALSE,Moderate Engagement
CYC2022162,2022,33,25,1,7,75.8,51,2,3,5,4,2022-10-15,2023-05-27,TRUE,FALSE,Moderate Engagement
CYC2022163,2022,33,27,0,6,81.8,54.5,2,6,6,2,2022-10-04,2023-05-16,TRUE,FALSE,Moderate Engagement
CYC2022164,2022,32,27,0,5,84.4,60,2.2,2,6,4,2022-09-02,2023-04-07,TRUE,TRUE,Moderate Engagement
CYC2022165,2022,31,22,0,9,71,48,2.2,4,5,3,2022-08-17,2023-03-15,FALSE,FALSE,Low Engagement
CYC2022166,2022,29,21,4,4,72.4,48.5,2.3,0,2,3,2022-08-22,2023-03-06,FALSE,FALSE,Low Engagement
CYC2022167,2022,36,32,1,3,88.9,68,2.1,7,4,4,2022-08-29,2023-05-01,TRUE,TRUE,Moderate Engagement
CYC2022168,2022,30,22,2,6,73.3,50,2.3,2,2,2,2022-08-26,2023-03-17,FALSE,FALSE,Moderate Engagement
CYC2022169,2022,32,24,0,8,75,48.5,2,2,0,4,2022-08-23,2023-03-28,TRUE,FALSE,Low Engagement
CYC2022170,2022,28,23,3,2,82.1,52,2.3,2,0,2,2022-08-15,2023-02-20,TRUE,FALSE,Moderate Engagement
CYC2022171,2022,35,22,3,10,62.9,49,2.2,2,0,6,2022-08-21,2023-04-16,FALSE,FALSE,Low Engagement
CYC2022172,2022,28,19,3,6,67.9,41.5,2.2,1,3,4,2022-09-24,2023-04-01,FALSE,FALSE,Low Engagement
CYC2022173,2022,36,23,3,10,63.9,53,2.3,5,2,7,2022-08-31,2023-05-03,FALSE,FALSE,Low Engagement
CYC2022174,2022,35,28,5,2,80,57.5,2.1,4,4,4,2022-09-14,2023-05-10,TRUE,FALSE,Moderate Engagement
CYC2022175,2022,29,24,1,4,82.8,56,2.3,1,6,1,2022-10-10,2023-04-24,TRUE,FALSE,Moderate Engagement
CYC2022176,2022,32,21,2,9,65.6,46,2.2,5,2,1,2022-09-05,2023-04-10,FALSE,FALSE,Low Engagement
CYC2022177,2022,36,31,1,4,86.1,65,2.1,4,5,7,2022-09-11,2023-05-14,TRUE,TRUE,Moderate Engagement
CYC2022178,2022,32,22,3,7,68.8,46.5,2.1,2,2,3,2022-10-04,2023-05-09,FALSE,FALSE,Low Engagement
CYC2022179,2022,30,20,1,9,66.7,46.5,2.3,2,3,4,2022-08-23,2023-03-14,FALSE,FALSE,Low Engagement
CYC2022180,2022,35,25,4,6,71.4,53.5,2.1,1,4,2,2022-10-09,2023-06-04,FALSE,FALSE,Moderate Engagement
CYC2022181,2022,33,27,1,5,81.8,61,2.3,2,4,7,2022-10-03,2023-05-15,TRUE,TRUE,Moderate Engagement
CYC2022182,2022,36,30,1,5,83.3,64.5,2.1,6,6,5,2022-09-27,2023-05-30,TRUE,TRUE,Moderate Engagement
CYC2022183,2022,31,23,3,5,74.2,48.5,2.1,1,3,3,2022-08-24,2023-03-22,FALSE,FALSE,Low Engagement
CYC2022184,2022,32,24,1,7,75,48,2,3,5,5,2022-08-23,2023-03-28,TRUE,FALSE,Low Engagement
CYC2022185,2022,31,23,0,8,74.2,49.5,2.2,7,4,0,2022-09-20,2023-04-18,FALSE,FALSE,Low Engagement
CYC2022186,2022,36,28,0,8,77.8,57,2,8,0,3,2022-09-09,2023-05-12,TRUE,FALSE,Moderate Engagement
CYC2022187,2022,29,26,0,3,89.7,56.5,2.2,5,2,4,2022-10-04,2023-04-18,TRUE,FALSE,Moderate Engagement
CYC2022188,2022,36,28,2,6,77.8,58,2.1,3,3,5,2022-09-08,2023-05-11,TRUE,FALSE,Moderate Engagement
CYC2022189,2022,28,22,2,4,78.6,45,2,4,5,0,2022-10-10,2023-04-17,TRUE,FALSE,Low Engagement
CYC2022190,2022,31,24,2,5,77.4,54.5,2.3,0,3,6,2022-10-15,2023-05-13,TRUE,FALSE,Moderate Engagement
CYC2022191,2022,36,26,1,9,72.2,53,2,5,2,4,2022-08-15,2023-04-17,FALSE,FALSE,Moderate Engagement
CYC2022192,2022,30,25,3,2,83.3,50.5,2,4,5,3,2022-08-23,2023-03-14,TRUE,FALSE,Moderate Engagement
CYC2022193,2022,30,22,3,5,73.3,47,2.1,4,5,0,2022-09-20,2023-04-11,FALSE,FALSE,Low Engagement
CYC2022194,2022,31,22,2,7,71,44,2,0,4,3,2022-08-22,2023-03-20,FALSE,FALSE,Low Engagement
CYC2022195,2022,32,23,2,7,71.9,48,2.1,1,5,2,2022-09-22,2023-04-27,FALSE,FALSE,Low Engagement
CYC2022196,2022,33,22,1,10,66.7,47.5,2.2,3,3,3,2022-10-12,2023-05-24,FALSE,FALSE,Low Engagement
CYC2022197,2022,35,26,0,9,74.3,56,2.2,5,4,3,2022-08-29,2023-04-24,FALSE,FALSE,Moderate Engagement
CYC2022198,2022,33,24,1,8,72.7,50.5,2.1,3,1,4,2022-09-11,2023-04-23,FALSE,FALSE,Moderate Engagement
